X,Y,OBJECTID,DFGCONTROL,OESNUMBER,DATEOFINCI,TIMEOFINCI,INLANDMARI,SPECIFICLO,WATER,WATERWAY,LOCALECITY,LOCALECOUN,LATITUDE,LONGITUDE
-13615953.372,4571345.9739,2620,08FG0297,08-0491,2008/01/15 00:00:00+00,2300,Inland,Fresh Water,Yes,Storm Drain,Richmond,Contra Costa,37.942777,-122.314177
-13615976.6386,4580773.2959,2621,08FG2341,08-5123,2008/07/12 00:00:00+00,1510,Inland,Fresh Water,Yes,"Storm Drain, unknown where it leads",San Pablo,Contra Costa,38.009533,-122.314386
-13615979.4197,4560682.0058,2622,08FG2171,08-4533,2008/06/25 00:00:00+00,1545,Marine,Marine,Yes,San Francisco Bay,Berkeley,Alameda,37.867191,-122.314411
-13615998.9007,4560777.6121,2623,08FG0792,08-1378,2008/02/16 00:00:00+00,0600,Marine,Marine,Yes,Berkeley Marina,Berkeley,Alameda,37.867869,-122.314586
-13616008.808,4560611.9233,2624,08FG2595,08-5722,2008/08/07 00:00:00+00,0800,Marine,Marine,Yes,Berkeley Marina,Berkeley,Alameda,37.866694,-122.314675
-13616018.6435,4949926.918,2625,08FG1597,08-3188,2008/05/01 00:00:00+00,1707,Inland,Fresh Water,Yes,storm drain,Redding,Shasta,40.575486,-122.314763
-13616033.9036,5033659.0243,2626,08FG0409,08-0718,2008/01/25 00:00:00+00,1630,Inland,Fresh Water,Yes,storm drain,Castella,Shasta,41.144361,-122.3149
-13616035.3018,4556728.9365,2627,08FG2692,08-5938,2008/08/15 00:00:00+00,0745,Marine,Marine,Yes,Emery Bay,Emeryville,Alameda,37.839152,-122.314913
-13616035.6358,4556731.3328,2628,08FG0212,08-0318,2008/01/09 00:00:00+00,1100,Marine,Marine,Yes,Emory Bay,Emeryville,Alameda,37.839169,-122.314916
-13616157.5275,4521771.75,2629,08FG3931,08-8896,2008/12/13 00:00:00+00,2300,Marine,Marine,Yes,San Francisco Bay,San Mateo,San Mateo,37.590738,-122.316011
-13616193.9321,4556610.3915,2630,08FG2784,08-6143,2008/08/23 00:00:00+00,0930,Marine,Marine,Yes,San Francisco Bay,Emeryville,Alameda,37.838311,-122.316338
-13616264.1754,4563733.0964,2631,08FG1741,08-3503,2008/05/14 00:00:00+00,1600,Marine,Marine,Yes,San Francisco Bay,Albany,Alameda,37.888825,-122.316969
-13616371.4871,4561099.2672,2632,09FG0133,09-0354,2008/09/01 00:00:00+00,1200,Marine,Marine,Yes,"The Berkeley Flaps, San Francisco Bay",Berkeley,Alameda,37.87015,-122.317933
-13616497.0518,4521196.1943,2633,08FG0953,08-1737,2008/03/01 00:00:00+00,0707,Marine,Marine,Yes,Coyote Point Marina,San Mateo,San Mateo,37.586641,-122.319061
-13616504.1762,4520267.5333,2634,08FG1052,08-1978,2008/03/11 00:00:00+00,1130,Inland,Fresh Water,Yes,Dore Creek,San Mateo,San Mateo,37.58003,-122.319125
-13616508.7436,4556339.3363,2635,08FG1092,08-2084,2008/03/15 00:00:00+00,1130,Marine,Marine,Yes,Bay Area,Emeryville,Alameda,37.836388,-122.319166
-13616622.8422,4513871.2693,2636,08FG2811,08-6194,2008/08/25 00:00:00+00,1410,Inland,Fresh Water,Yes,Storm Drain,San Mateo,San Mateo,37.53448,-122.320191
-13616637.096,4567073.3434,2637,08FG2346,08-5131,2008/07/13 00:00:00+00,1015,Inland,Fresh Water,Yes,Storm Drain unknown where it leads,Richmond,Contra Costa,37.912502,-122.320319
-13616676.3904,4552362.1328,2638,08FG4030,08-9112,2008/12/24 00:00:00+00,0620,Marine,Marine,Yes,Oakland Outer Harbor,Oakland,Alameda,37.808166,-122.320672
-13616676.3904,4552362.1328,2639,08FG3530,08-7978,2008/11/05 00:00:00+00,1340,Marine,Marine,Yes,San Francisco Bay,Oakland,Alameda,37.808166,-122.320672
-13616792.0482,4517347.3749,2640,08FG0452,08-0761,2008/01/25 00:00:00+00,1800,Inland,Fresh Water,Yes,storm drain,San Mateo,San Mateo,37.559238,-122.321711
-13616804.0755,4569827.5243,2641,08FG0078,08-0102,2008/01/04 00:00:00+00,1100,Marine,Marine,Yes,Storm Drain to SF Bay,Richmond,Contra Costa,37.932019,-122.321819
-13616805.9631,4517326.3109,2642,08FG0540,08-0888,2008/01/25 00:00:00+00,1846,Inland,Fresh Water,Yes,Polhemous Creek,San Mateo,San Mateo,37.559088,-122.321836
-13616910.7205,4580336.0285,2643,08FG2004,08-4113,2008/06/09 00:00:00+00,1730,Marine,Marine,Yes,San Pablo Bay,San Pablo,Contra Costa,38.006438,-122.322777
-13616932.7594,4553829.5553,2644,08FG2081,08-4278,2008/06/17 00:00:00+00,0930,Marine,Marine,Yes,San Francisco Bay,Alameda,Alameda,37.81858,-122.322975
-13616995.4752,4976511.4091,2645,08FG0605,08-1000,2008/02/01 00:00:00+00,1530,Inland,Fresh Water,Yes,Shasta Lake,Redding,Shasta,40.75663,-122.323538
-13617093.5016,4520287.4795,2646,08FG0451,08-0760,2008/01/25 00:00:00+00,1700,Inland,Fresh Water,Yes,storm drain,San Mateo,San Mateo,37.580172,-122.324419
-13617118.8819,4512830.1225,2647,08FG2360,08-5169,2008/07/14 00:00:00+00,1915,Inland,Fresh Water,Yes,Laurel Creek,San Mateo,San Mateo,37.527063,-122.324647
-13617165.5349,4622682.4263,2648,08FG0281,08-0458,2008/01/04 00:00:00+00,0900,Inland,Fresh Water,Yes,Storm Drain,Napa,Napa,38.305561,-122.325066
-13617260.8148,4517884.5205,2649,08FG1565,08-3120,2008/04/29 00:00:00+00,1000,Inland,Fresh Water,Yes,San Mateo Creek/San Francisco Bay,San Mateo,San Mateo,37.563063,-122.325922
-13617264.4931,4570584.1806,2650,08FG0405,08-0713,2008/01/25 00:00:00+00,1400,Inland,Fresh Water,Yes,Storm drain,Richmond,Contra Costa,37.93738,-122.325955
-13617264.4931,4570550.0233,2651,08FG0406,08-0714,2008/01/25 00:00:00+00,1642,Inland,Fresh Water,Yes,storm drain,Richmond,Contra Costa,37.937138,-122.325955
-13617297.5501,4516971.0382,2652,08FG0453,08-0762,2008/01/25 00:00:00+00,1800,Inland,Fresh Water,Yes,storm drain,San Mateo,San Mateo,37.556558,-122.326252
-13617362.5655,4570549.3176,2653,08FG0407,08-0715,2008/01/25 00:00:00+00,1400,Inland,Fresh Water,Yes,storm drain,Richmond,Contra Costa,37.937133,-122.326836
-13617383.8223,4513004.0374,2654,08FG2372,08-5205,2008/07/16 00:00:00+00,0745,Inland,Fresh Water,Yes,storm drain/Laurel Creek,San Mateo,San Mateo,37.528302,-122.327027
-13617446.0555,4573760.4529,2655,08FG3267,08-7277,2008/10/07 00:00:00+00,2100,Inland,Fresh Water,Yes,Storm drain,San Pablo,Contra Costa,37.95988,-122.327586
-13617721.5693,4552235.7473,2656,08FG1867,08-3787,2008/05/27 00:00:00+00,1400,Marine,Marine,Yes,Pacific Ocean-Port of Oakland,Oakland,Alameda,37.807269,-122.330061
-13617841.2444,4622639.4429,2657,08FG0282,08-0459,2008/01/04 00:00:00+00,1300,Inland,Fresh Water,Yes,Storm Drain,Napa,Napa,38.305258,-122.331136
-13618200.463,4521813.6147,2658,08FG3705,08-8421,2008/11/24 00:00:00+00,2338,Marine,Marine,Yes,San Francisco Bay,Burlingame,San Mateo,37.591036,-122.334363
-13618286.507,4454384.4395,2659,08FG1914,08-3912,2008/06/01 00:00:00+00,0000,Marine,Marine,Yes,Pacific Ocean,Unincorporated County Area,San Mateo,37.109522,-122.335136
-13618339.0611,4579208.6842,2660,08FG3803,08-8612,2008/12/02 00:00:00+00,1150,Inland,Fresh Water,Yes,Storm Drain to an unnamed culvert.,San Pablo,Contra Costa,37.998458,-122.335608
-13618466.4102,4574222.1519,2661,08FG1984,08-4079,2008/06/07 00:00:00+00,1200,Inland,Fresh Water,Yes,San Pablo Creek,Richmond,Contra Costa,37.96315,-122.336752
-13618653.2039,4569856.1748,2662,08FG0408,08-0716,2008/01/25 00:00:00+00,1418,Inland,Fresh Water,Yes,storm drain and S.F. Bay,Richmond,Contra Costa,37.932222,-122.33843
-13618722.4397,4516738.2216,2663,08FG0119,08-0156,2008/01/04 00:00:00+00,1030,Inland,Fresh Water,Yes,San Mateo Creek,Hillsborough,San Mateo,37.5549,-122.339052
-13618722.4397,4516738.2216,2664,08FG0176,08-0252,2008/01/07 00:00:00+00,1430,Inland,Fresh Water,Yes,San Mateo Creek,Hillsborough,San Mateo,37.5549,-122.339052
-13618722.4397,4516738.2216,2665,08FG0642,08-1062,2008/02/03 00:00:00+00,0930,Inland,Fresh Water,Yes,Storm drain to the San Mateo Creek which leads to,Hillsborough,San Mateo,37.5549,-122.339052
-13618747.2639,4516625.4662,2666,08FG0118,08-0155,2008/01/04 00:00:00+00,1030,Inland,Fresh Water,Yes,San Mateo Creek,Hillsborough,San Mateo,37.554097,-122.339275
-13618747.2639,4516625.4662,2667,08FG0175,08-0251,2008/01/05 00:00:00+00,1430,Inland,Fresh Water,Yes,San Mateo Creek,Hillsborough,San Mateo,37.554097,-122.339275
-13618747.2639,4516625.4662,2668,08FG0461,08-0770,2008/01/25 00:00:00+00,1100,Inland,Fresh Water,Yes,San Mateo Creek,Hillsborough,San Mateo,37.554097,-122.339275
-13618780.3258,4516559.4704,2669,08FG0117,08-0154,2008/01/04 00:00:00+00,1030,Inland,Fresh Water,Yes,San Mateo,Hillsborough,San Mateo,37.553627,-122.339572
-13618780.3258,4516559.4704,2670,08FG0174,08-0250,2008/01/05 00:00:00+00,1430,Inland,Fresh Water,Yes,San Mateo Creek,Hillsborough,San Mateo,37.553627,-122.339572
-13618780.3258,4516559.4704,2671,08FG0460,08-0769,2008/01/25 00:00:00+00,1100,Inland,Fresh Water,Yes,San Mateo Creek,Hillsborough,San Mateo,37.553627,-122.339572
-13618780.3258,4516559.4704,2672,08FG0641,08-1061,2008/02/03 00:00:00+00,0930,Inland,Fresh Water,Yes,Storm drain to the San Mateo Creek which leads to,Hillsborough,San Mateo,37.553627,-122.339572
-13618810.9386,4516100.8816,2673,08FG2770,08-6114,2008/08/21 00:00:00+00,1435,Inland,Fresh Water,Yes,Crystal Springs Creek,San Mateo,San Mateo,37.550361,-122.339847
-13618847.6741,4515944.4661,2674,08FG2766,08-6102,2008/08/21 00:00:00+00,1100,Inland,Fresh Water,Yes,Crystal Springs Creek,San Mateo,San Mateo,37.549247,-122.340177
-13618889.7561,4551759.3854,2675,08FG1908,08-3901,2008/05/31 00:00:00+00,2000,Marine,Marine,Yes,Oakland Estuary,Oakland,Alameda,37.803888,-122.340555
-13619137.1061,4530100.5526,2676,08FG3250,08-7236,2008/10/06 00:00:00+00,1532,Marine,Marine,Yes,S.F. Bay,San Francisco,San Mateo,37.65,-122.342777
-13619232.7337,4575234.4324,2677,08FG1231,08-2356,2008/03/26 00:00:00+00,1030,Inland,Fresh Water,Yes,"Storm Drain, Rheem Creek",San Pablo,Contra Costa,37.970319,-122.343636
-13619310.318,4515906.9773,2678,08FG0116,08-0153,2008/01/04 00:00:00+00,1030,Inland,Fresh Water,Yes,San Mateo creek,Hillsborough,San Mateo,37.54898,-122.344333
-13619311.2085,4515907.3985,2679,08FG0459,08-0768,2008/01/25 00:00:00+00,1100,Inland,Fresh Water,Yes,San Mateo Creek,Hillsborough,San Mateo,37.548983,-122.344341
-13619315.8887,4568487.6678,2680,08FG1454,08-2868,2008/04/17 00:00:00+00,1805,Inland,Fresh Water,Yes,Storm drain,Richmond,Contra Costa,37.922525,-122.344383
-13619345.8343,4574310.6819,2681,08FG1838,08-3732,2008/05/24 00:00:00+00,1130,Inland,Fresh Water,Yes,storm drain- to San Pablo Creek,San Pablo,Contra Costa,37.963777,-122.344652
-13619428.428,4515838.7395,2682,08FG0115,08-0152,2008/01/04 00:00:00+00,1030,Inland,Fresh Water,Yes,San Mateo,Town of Hillsborough,San Mateo,37.548494,-122.345394
-13619428.428,4515838.7395,2683,08FG0173,08-0249,2008/01/05 00:00:00+00,1430,Inland,Fresh Water,Yes,San Mateo Creek,Hillsborough,San Mateo,37.548494,-122.345394
-13619428.428,4515838.7395,2684,08FG0458,08-0767,2008/01/25 00:00:00+00,1325,Inland,Fresh Water,Yes,San Mateo Cheek,Hillsborough,San Mateo,37.548494,-122.345394
-13619444.2353,4515822.312,2685,08FG0462,08-0771,2008/01/25 00:00:00+00,1100,Inland,Fresh Water,Yes,San Mateo Creek,Hillsborough,San Mateo,37.548377,-122.345536
-13619477.3002,4549137.6017,2686,08FG1685,08-3375,2008/05/09 00:00:00+00,0400,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.785277,-122.345833
-13619655.9699,4568840.0441,2687,08FG0077,08-0101,2008/01/04 00:00:00+00,0845,Inland,Fresh Water,Yes,Storm drain to San Francisco Bay,Richmond,Contra Costa,37.925022,-122.347438
-13619683.5772,4568856.4144,2688,08FG0411,08-0720,2008/01/25 00:00:00+00,1400,Inland,Fresh Water,Yes,storm drain,Richmond,Contra Costa,37.925138,-122.347686
-13620146.4435,4567349.3351,2689,08FG2300,08-5004,2008/07/08 00:00:00+00,1715,Marine,Marine,Yes,San Francisco Bay,Richmond,Contra Costa,37.914458,-122.351844
-13620154.8308,4946751.0396,2690,08FG1632,08-3257,2008/05/04 00:00:00+00,1935,Inland,Fresh Water,Yes,Catch Basin,Redding,Shasta,40.553813,-122.351919
-13620175.8276,4520637.8076,2691,08FG0512,08-0849,2008/01/25 00:00:00+00,1616,Inland,Fresh Water,Yes,Box Culvert,Burlingame,San Mateo,37.582666,-122.352108
-13620199.9839,4520476.2674,2692,08FG0136,08-0187,2008/01/04 00:00:00+00,1530,Inland,Fresh Water,Yes,Elk Grove Box Culvert,Burlingame,San Mateo,37.581516,-122.352325
-13620244.5168,4576898.4355,2693,08FG1465,08-2892,2008/04/18 00:00:00+00,1340,Inland,Fresh Water,Yes,Storm Drain / San Pablo Bay,Richmond,Contra Costa,37.982102,-122.352725
-13620262.996,4577742.3313,2694,08FG2813,08-6200,2008/08/25 00:00:00+00,1704,Marine,Marine,Yes,San Pablo Bay,Richmond,Contra Costa,37.988077,-122.352891
-13620263.6636,4573489.7963,2695,08FG1040,08-1949,2008/03/10 00:00:00+00,0840,Inland,Fresh Water,Yes,"Storm Drain, runs to Wildcat Creek",San Pablo,Contra Costa,37.957963,-122.352897
-13620352.3852,4573743.2276,2696,08FG2298,08-5000,2008/07/08 00:00:00+00,1530,Inland,Fresh Water,Yes,Wild Cat Creek,San Pablo,Contra Costa,37.959758,-122.353694
-13620450.1181,4513068.4664,2697,08FG1785,08-3603,2008/05/18 00:00:00+00,2335,Inland,Fresh Water,Yes,Storm Drain/Unknown Waterway,San Mateo,San Mateo,37.528761,-122.354572
-13620478.2856,4553106.6678,2698,08FG1406,08-2749,2008/04/12 00:00:00+00,1730,Marine,Marine,Yes, ,San Francisco,San Francisco,37.81345,-122.354825
-13620553.6459,4520001.0726,2699,08FG0120,08-0157,2008/01/04 00:00:00+00,1400,Inland,Fresh Water,Yes,San Mateo Creek,Hillsborough,San Mateo,37.578133,-122.355502
-13620553.6459,4520001.0726,2700,08FG0464,08-0773,2008/01/25 00:00:00+00,1700,Inland,Fresh Water,Yes,Storm Drain,Hillsborough,San Mateo,37.578133,-122.355502
-13620683.2248,4553559.8403,2701,08FG1062,08-2001,2008/03/12 00:00:00+00,1235,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.816666,-122.356666
-13620724.4125,4547459.5897,2702,08FG3718,08-8449,2008/11/25 00:00:00+00,1500,Marine,Marine,Yes,S.F. Bay,San Francisco,San Francisco,37.773363,-122.357036
-13620747.5693,4572198.8756,2703,08FG0521,08-0859,2008/01/26 00:00:00+00,1130,Inland,Fresh Water,Yes,Storm Drain,Richmond,Contra Costa,37.948819,-122.357244
-13620756.626,4965412.9401,2704,08FG3815,08-8642,2008/12/03 00:00:00+00,1140,Inland,Fresh Water,Yes,Salt Creek,Shasta Lake,Shasta,40.681066,-122.357325
-13620930.3508,4516420.3189,2705,08FG0465,08-0774,2008/01/25 00:00:00+00,1400,Inland,Fresh Water,Yes,Storm Drain,Hillsborough,San Mateo,37.552636,-122.358886
-13620963.0789,4518718.3093,2706,08FG2278,08-4957,2008/07/06 00:00:00+00,1300,Inland,Fresh Water,Yes,Storm Drain that leads to a unknown creek,Hillsborough,San Mateo,37.569,-122.35918
-13620968.6451,4520268.3758,2707,08FG0510,08-0847,2008/01/25 00:00:00+00,1718,Inland,Fresh Water,Yes,Box Culvert,Burlingame,San Mateo,37.580036,-122.35923
-13621057.3711,4568292.7862,2708,08FG0412,08-0721,2008/01/25 00:00:00+00,1435,Inland,Fresh Water,Yes,Santa Fe Channel,Richmond,Contra Costa,37.921144,-122.360027
-13621060.154,4568199.5097,2709,08FG0050,08-0055,2008/01/04 00:00:00+00,0840,Inland,Fresh Water,Yes,San Francisco Bay,Richmond,Contra Costa,37.920483,-122.360052
-13621065.2038,4965273.9294,2710,08FG1086,08-2064,2008/03/13 00:00:00+00,1230,Inland,Fresh Water,Yes,storm drain feeds Salt Creek,Shasta Lake,Shasta,40.680119,-122.360097
-13621115.8091,4515827.3664,2711,08FG3301,08-7373,2008/10/12 00:00:00+00,1830,Inland,Fresh Water,Yes,Unnamed Creek,Hillsborough,San Mateo,37.548413,-122.360552
-13621127.2783,4552615.3304,2712,08FG1217,08-2333,2008/03/26 00:00:00+00,0835,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.809963,-122.360655
-13621149.2049,4514972.8888,2713,08FG3197,08-7127,2008/10/02 00:00:00+00,1000,Inland,Fresh Water,Yes,Storm Drain that leads to a dry creek,Hillsborough,San Mateo,37.542327,-122.360852
-13621183.8301,4568859.6601,2714,08FG3770,08-8544,2008/11/29 00:00:00+00,1600,Marine,Marine,Yes,Santa Fe Channel,Richmond,Contra Costa,37.925161,-122.361163
-13621196.3379,4963115.4782,2715,08FG1959,08-4021,2008/06/05 00:00:00+00,1300,Inland,Fresh Water,Yes,Salt Creek (DRY),Shasta Lake,Shasta,40.665413,-122.361275
-13621199.636,4552749.611,2716,08FG3938,08-8908,2008/12/15 00:00:00+00,0345,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.810916,-122.361305
-13621256.5216,4567133.0278,2717,08FG2967,08-6580,2008/09/09 00:00:00+00,1130,Marine,Marine,Yes,San Francisco Bay,Richmond,Contra Costa,37.912925,-122.361816
-13621487.1757,4567923.495,2718,08FG0797,08-1390,2008/02/17 00:00:00+00,0400,Marine,Marine,Yes,Richmond Inner Harbor,Richmond,Contra Costa,37.918527,-122.363888
-13621515.3395,4567838.124,2719,08FG1571,08-3138,2008/04/30 00:00:00+00,0725,Marine,Marine,Yes,Richmond Harbor,Richmond,Contra Costa,37.917922,-122.364141
-13621594.2649,4566939.0182,2720,08FG1757,08-3546,2008/05/16 00:00:00+00,1043,Marine,Marine,Yes,San Francisco Bay,Richmond,Contra Costa,37.91155,-122.36485
-13621610.9639,4577503.7736,2721,08FG1637,08-3263,2008/05/05 00:00:00+00,0800,Marine,Marine,Yes,Storm Drain/ San Pablo Bay,Richmond,Contra Costa,37.986388,-122.365
-13621765.4744,4567856.8914,2722,08FG0482,08-0800,2008/01/27 00:00:00+00,1230,Marine,Marine,Yes, ,Richmond,Contra Costa,37.918055,-122.366388
-13621886.4787,4566995.7391,2723,08FG3341,08-7486,2008/10/16 00:00:00+00,1340,Marine,Marine,Yes,Richmond Inner Harbor,Richmond,Contra Costa,37.911952,-122.367475
-13621956.6488,4951426.7793,2724,08FG3545,08-8024,2008/11/07 00:00:00+00,0844,Inland,Fresh Water,Yes,Sacramento River,Unincorporated county area,Shasta,40.585719,-122.368105
-13621981.9922,4582252.2295,2725,08FG1709,08-3440,2008/05/12 00:00:00+00,1150,Marine,Marine,Yes,San Francisco Bay,Richmond,Contra Costa,38.02,-122.368333
-13622021.2868,4568712.1879,2726,08FG3376,08-7589,2008/10/21 00:00:00+00,1315,Marine,Marine,Yes,Santa Fe Channel,Richmond,Contra Costa,37.924116,-122.368686
-13622028.0773,4568872.2199,2727,08FG3447,08-7767,2008/10/28 00:00:00+00,0915,Marine,Marine,Yes,Santa Fe Channel,Richmond,Contra Costa,37.92525,-122.368747
-13622050.0071,4568871.3731,2728,08FG1397,08-2734,2008/04/11 00:00:00+00,2035,Marine,Marine,Yes,Santa Fe Channel,Richmond,Contra Costa,37.925244,-122.368944
-13622086.5199,4568293.2094,2729,08FG3914,08-8856,2008/12/12 00:00:00+00,0900,Marine,Marine,Yes,Richmond Inner Harbor,Richmond,Contra Costa,37.921147,-122.369272
-13622108.1159,4568292.3627,2730,08FG0802,08-1402,2008/02/18 00:00:00+00,0915,Marine,Marine,Yes,"Richmond Inner Harbor, Tributary of San Francisco",Richmond,Contra Costa,37.921141,-122.369466
-13622126.7063,4568322.9847,2731,08FG3358,08-7533,2008/10/19 00:00:00+00,0830,Marine,Marine,Yes,"SF Bay, Santa Fe Channel",Richmond,Contra Costa,37.921358,-122.369633
-13622242.7404,4955655.7113,2732,08FG3860,08-8743,2008/12/07 00:00:00+00,1930,Inland,Fresh Water,Yes,Boulder Creek,Redding,Shasta,40.614563,-122.370675
-13622250.7147,4552114.8579,2733,08FG1531,08-3056,2008/04/26 00:00:00+00,1130,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.806411,-122.370747
-13622265.5172,4518873.0808,2734,08FG0506,08-0842,2008/01/25 00:00:00+00,2200,Inland,Fresh Water,Yes,Reddington Creek,Hillsborough,San Mateo,37.570102,-122.37088
-13622270.7492,4518133.5124,2735,08FG2869,08-6349,2008/08/30 00:00:00+00,0700,Inland,Fresh Water,Yes,drainage channel to a dry creek,Hillsborough,San Mateo,37.564836,-122.370927
-13622297.0204,4517292.8889,2736,08FG2888,08-6376,2008/08/31 00:00:00+00,1600,Inland,Fresh Water,Yes,"Storm Drain, runs to an unknown dry creek",Hillsborough,San Mateo,37.55885,-122.371163
-13622325.8956,4950380.8238,2737,08FG1432,08-2821,2008/04/15 00:00:00+00,1535,Inland,Fresh Water,Yes,Storm Drain-contained in the storm drain,Redding,Shasta,40.578583,-122.371422
-13622353.0197,4576483.7864,2738,08FG1779,08-3593,2008/05/17 00:00:00+00,2218,Marine,Marine,Yes,Richmond Break Wall,Richmond,Contra Costa,37.979166,-122.371666
-13622353.0154,4531084.7853,2739,08FG3054,08-6793,2008/09/17 00:00:00+00,1140,Marine,Marine,Yes,S.F. Bay,San Francisco,San Mateo,37.657,-122.371666
-13622372.8338,4568713.458,2740,08FG2706,08-5976,2008/08/16 00:00:00+00,0800,Marine,Marine,Yes,Santa Fe Channel,Richmond,Contra Costa,37.924125,-122.371844
-13622378.729,4517078.3203,2741,08FG2886,08-6374,2008/08/31 00:00:00+00,1300,Inland,Fresh Water,Yes,"Storm Drain, runs to an unknown dry creek",Hillsborough,San Mateo,37.557322,-122.371897
-13622414.9085,4524478.1421,2742,08FG2072,08-4253,2008/06/16 00:00:00+00,0523,Marine,Marine,Yes,Storm Drain leading to unknown location,Millbrea,San Mateo,37.61,-122.372222
-13622476.6924,4542918.4546,2743,08FG0581,08-0965,2008/01/31 00:00:00+00,1400,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.741111,-122.372777
-13622819.6665,4527287.0011,2744,08FG0048,08-0050,2008/01/04 00:00:00+00,0809,Inland,Fresh Water,Yes,storm drain,San Mateo,San Mateo,37.629986,-122.375858
-13622870.9891,4574903.0189,2745,08FG1639,08-3272,2008/05/05 00:00:00+00,0620,Inland,Fresh Water,Yes,San Pablo Bay,Richmond,Contra Costa,37.967972,-122.376319
-13622875.6616,4542861.724,2746,08FG2398,08-5258,2008/07/18 00:00:00+00,0615,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.740708,-122.376361
-13622911.8405,4542815.9739,2747,08FG2684,08-5927,2008/08/14 00:00:00+00,1600,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.740383,-122.376686
-13623120.2285,4519949.5228,2748,08FG0134,08-0185,2008/01/04 00:00:00+00,1100,Inland,Fresh Water,Yes,Easton Creek,Burlingame,San Mateo,37.577766,-122.378558
-13623124.5711,4532106.0955,2749,08FG0080,08-0104,2008/01/04 00:00:00+00,0830,Marine,Marine,Yes,San Francisco Bay,South San Francisco,San Mateo,37.664263,-122.378597
-13623166.8726,4533156.1958,2750,08FG3742,08-8486,2008/11/26 00:00:00+00,0800,Marine,Marine,Yes,San Francisco Bay,Brisbane,San Mateo,37.67173,-122.378977
-13623179.8987,4552960.9689,2751,08FG3440,08-7755,2008/10/27 00:00:00+00,1430,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.812416,-122.379094
-13623193.8109,4522257.7018,2752,08FG0135,08-0186,2008/01/04 00:00:00+00,1030,Inland,Fresh Water,Yes,El Portol Channel,Burlingame,San Mateo,37.594197,-122.379219
-13623264.2772,4533265.6138,2753,08FG4007,08-9065,2008/12/21 00:00:00+00,1630,Marine,Marine,Yes,Brisbane Marina > San Francisco Bay,Brisbane,San Mateo,37.672508,-122.379852
-13623308.2902,4949738.0034,2754,08FG0615,08-1027,2008/02/02 00:00:00+00,2215,Inland,Fresh Water,Yes,Storm Drain/Churn Creek,Redding,Shasta,40.574197,-122.380247
-13623350.5489,4523190.4738,2755,08FG0152,08-0220,2008/01/04 00:00:00+00,0930,Inland,Fresh Water,Yes,Storm Drain,Millbrea,San Mateo,37.600836,-122.380627
-13623404.4295,4545421.2406,2756,08FG1472,08-2923,2008/04/20 00:00:00+00,1000,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.758888,-122.381111
-13623458.865,4547584.7902,2757,08FG3261,08-7252,2008/10/07 00:00:00+00,1025,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.774252,-122.3816
-13623478.5685,4547623.5196,2758,08FG2159,08-4487,2008/06/24 00:00:00+00,0700,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.774527,-122.381777
-13623487.2539,4574509.912,2759,08FG0606,08-1003,2008/02/01 00:00:00+00,1000,Inland,Fresh Water,Yes,storm drain/ San Pablo creek,Richmond,Contra Costa,37.965188,-122.381855
-13623509.1788,4519472.8071,2760,08FG2001,08-4109,2008/06/09 00:00:00+00,1205,Inland,Fresh Water,Yes,Storm Drain to nearby unknown dry creek,Hillsborough,San Mateo,37.574372,-122.382052
-13623541.6853,4533477.7022,2761,08FG0265,08-0429,2008/01/14 00:00:00+00,1630,Marine,Marine,Yes,San Francisco Bay,Brisbane,San Mateo,37.674016,-122.382344
-13623577.875,4647956.1141,2762,08FG1171,08-2234,2008/03/21 00:00:00+00,1300,Inland,Fresh Water,Yes,Conn Creek,Rutherford,Napa,38.483502,-122.382669
-13623710.7774,4508206.502,2763,08FG2421,08-5313,2008/07/21 00:00:00+00,0653,Marine,Marine,Yes,storm drain tributary to,San Mateo,San Mateo,37.494116,-122.383863
-13623715.4541,4523113.8987,2764,08FG0154,08-0222,2008/01/04 00:00:00+00,0930,Inland,Fresh Water,Yes,Storm Drain,Millbrea,San Mateo,37.600291,-122.383905
-13623715.4541,4523113.8987,2765,08FG0503,08-0834,2008/01/18 00:00:00+00,1500,Inland,Fresh Water,Yes,storm drain,San Bruno,San Mateo,37.600291,-122.383905
-13623731.2617,4524657.5908,2766,08FG0027,08-0004,2008/01/01 00:00:00+00,1121,Inland,Fresh Water,Yes,storm drain,San Mateo,San Mateo,37.611277,-122.384047
-13623781.912,4523510.1277,2767,08FG0155,08-0223,2008/01/04 00:00:00+00,0930,Inland,Fresh Water,Yes,Storm Drain,Millbrea,San Mateo,37.603111,-122.384502
